6938_70848_000000_000000	Chapter XII	Chapter twelve	false	1.8	17.94	25.421324
6938_70848_000055_000004	The peasants were convinced that now the practical solution of the Land question would begin; but in spite of the imperative decision of the first Peasant Congress, the reactionaries and conciliators in the Executive Committee had prevented any action. This policy provoked a series of agrarian disorders, which appeared as the natural expression of impatience and thwarted energy on the part of the peasants.	The peasants were convinced that now the practical solution of the Land question would begin; but in spite of the imperative decision of the first Peasant Congress, the reactionaries and conciliators in the Executive Committee had prevented any action. This policy provoked a series of agrarian disorders, which appeared as the natural expression of impatience and thwarted energy on the part of the peasants.	false	1004.93	1031.62	24.842087
6938_70848_000055_000005	The peasants understood the exact meaning of the Revolution--they tried to turn words into action....	The peasants understood the exact meaning of the Revolution-they tried to turn words into action....	true	1031.62	1038.06	22.070951
6938_70848_000056_000000	"The recent events," said the orator, "do not indicate a simple riot, or a 'Bolshevik adventure,' but on the contrary, a real popular rising, which has been greeted with sympathy by the whole country....	"The recent events," said the orator, "do not indicate a simple riot, or a 'Bolshevik adventure,' but on the contrary, a real popular rising, which has been greeted with sympathy by the whole country....	true	1038.06	1051.14	24.20611
6938_70848_000057_000000	"The Bolsheviki in general took the correct attitude toward the Land question; but in recommending that the peasants seize the land by force, they committed a profound error....	"The Bolsheviki in general took the correct attitude toward the Land question; but in recommending that the peasants seize the land by force, they committed a profound error....	false	1051.14	1062.34	26.636469
6938_70848_000057_000001	From the first days, the Bolsheviki declared that the peasants should take over the land 'by revolutionary mass action.' This is nothing but anarchy; the land can be taken over in an organised manner....	From the first days, the Bolsheviki declared that the peasants should take over the land 'by revolutionary mass action.' This is nothing but anarchy; the land can be taken over in an organised manner....	true	1062.41	1075.55	25.583004
6938_70848_000057_000002	For the Bolsheviki it was important that the problems of the Revolution should be solved in the quickest possible manner--but the Bolsheviki were not interested in _how_ these problems were to be solved....	For the Bolsheviki it was important that the problems of the Revolution should be solved in the quickest possible manner-but the Bolsheviki were not interested in underscore how underscore these problems were to be solved....	false	1075.55	1088.59	23
6938_70848_000058_000000	"The Land decree of the Congress of Soviets is identical in its fundamentals with the decisions of the first Peasants' Congress.	"The Land decree of the Congress of Soviets is identical in its fundamentals with the decisions of the first Peasants' Congress.	true	1089.14	1096.68	23
6938_70848_000058_000001	Why then did not the new Government follow the tactics outlined by that Congress?	Why then did not the new Government follow the tactics outlined by that Congress?	false	1096.68	1101.31	26
6938_70848_000058_000002	Because the Council of People's Commissars wanted to hasten the settlement of the Land question, so that the Constituent Assembly would have nothing to do....	Because the Council of People's Commissars wanted to hasten the settlement of the Land question, so that the Constituent Assembly would have nothing to do....	false	1101.56	1110.82	26
6938_70848_000059_000000	"But also the Government saw that it was necessary to adopt practical measures, so without further reflection, it adopted the Regulations for Land Committees, thus creating a strange situation; for the Council of People's Commissars abolished private property in land, but the Regulations drawn up by the Land Committees are based on private property....	"But also the Government saw that it was necessary to adopt practical measures, so without further reflection, it adopted the Regulations for Land Committees, thus creating a strange situation; for the Council of People's Commissars abolished private property in land, but the Regulations drawn up by the Land Committees are based on private property....	false	1111.04	1132.69	24.263512
6938_70848_000059_000001	However, no harm has been done by that; for the Land Committees are paying no attention to the Soviet decrees, but are putting into operation their own practical decisions--decisions based on the will of the vast majority of the peasants....	However, no harm has been done by that; for the Land Committees are paying no attention to the Soviet decrees, but are putting into operation their own practical decisions-decisions based on the will of the vast majority of the peasants....	true	1132.91	1148.67	24
6938_70848_000060_000000	"These Land Committees are not attempting the legislative solution of the Land question, which belongs to the Constituent Assembly alone....	"These Land Committees are not attempting the legislative solution of the Land question, which belongs to the Constituent Assembly alone....	false	1148.67	1156.68	21
6938_70848_000060_000001	But will the Constituent Assembly desire to do the will of the Russian peasants?	But will the Constituent Assembly desire to do the will of the Russian peasants?	true	1156.68	1161.07	18
6938_70848_000060_000002	Of that we cannot be sure....	Of that we cannot be sure....	true	1161.32	1163.06	27.573177
6938_70848_000060_000003	All we can be sure of is that the revolutionary determination of the peasants is now aroused, and that the Constituent will be _forced_ to settle the Land question the way the peasants want it settled....	All we can be sure of is that the revolutionary determination of the peasants is now aroused, and that the Constituent will be underscore forced underscore to settle the Land question the way the peasants want it settled....	false	1163.06	1175.55	24
6938_70848_000060_000004	The Constituent Assembly will not dare to break with the will of the people...."	The Constituent Assembly will not dare to break with the will of the people...."	true	1175.55	1179.76	22.550188
6938_70848_000061_000000	Followed him Lenin, listened to now with absorbing intensity.	Followed him Lenin, listened to now with absorbing intensity.	true	1179.95	1184.41	18.721296
6938_70848_000061_000001	"At this moment we are not only trying to solve the Land question, but the question of Social Revolution--not only here in Russia, but all over the world.	"At this moment we are not only trying to solve the Land question, but the question of Social Revolution-not only here in Russia, but all over the world.	true	1184.41	1193.36	22
6938_70848_000061_000002	The Land question cannot be solved independently of the other problems of the Social Revolution....	The Land question cannot be solved independently of the other problems of the Social Revolution....	false	1193.36	1199.58	22.258562
6938_70848_000061_000003	For example, the confiscation of the landed estates will provoke the resistance not only of Russian land-owners, but also of foreign capital--with whom the great landed properties are connected through the intermediary of the banks....	For example, the confiscation of the landed estates will provoke the resistance not only of Russian land owners, but also of foreign capital-with whom the great landed properties are connected through the intermediary of the banks....	false	1199.58	1214.43	26
6938_70848_000062_000000	"The ownership of the land in Russia is the basis for immense oppression, and the confiscation of the land by the peasants is the most important step of our Revolution.	"The ownership of the land in Russia is the basis for immense oppression, and the confiscation of the land by the peasants is the most important step of our Revolution.	false	1214.43	1224.49	21
6938_70848_000062_000001	But it cannot be separated from the other steps, as is clearly manifested by the stages through which the Revolution has had to pass.	But it cannot be separated from the other steps, as is clearly manifested by the stages through which the Revolution has had to pass.	false	1224.77	1233.46	27.780334
6938_70848_000062_000002	The first stage was the crushing of autocracy and the crushing of the power of the industrial capitalists and land-owners, whose interests are closely related.	The first stage was the crushing of autocracy and the crushing of the power of the industrial capitalists and land owners, whose interests are closely related.	false	1233.71	1243.81	24.504635
6938_70848_000062_000003	The second stage was the strengthening of the Soviets and the political compromise with the bourgeoisie.	The second stage was the strengthening of the Soviets and the political compromise with the bourgeoisie.	false	1244.18	1251.45	24.437517
6938_70848_000062_000004	The mistake of the Left Socialist Revolutionaries lies in the fact that at that time they did not oppose the policy of compromise, because they held the theory that the consciousness of the masses was not yet fully developed....	The mistake of the Left Socialist Revolutionaries lies in the fact that at that time they did not oppose the policy of compromise, because they held the theory that the consciousness of the masses was not yet fully developed....	false	1251.45	1265.07	25.311201
6938_70848_000063_000000	"_If Socialism can only be realised when the intellectual development of all the people permits it, then we shall not see Socialism for at least five hundred years_....	"underscore If Socialism can only be realised when the intellectual development of all the people permits it, then we shall not see Socialism for at least five hundred years underscore....	false	1265.07	1276.68	22.612146
6938_70848_000063_000001	The Socialist political party--this is the vanguard of the working-class; it must not allow itself to be halted by the lack of education of the mass average, but it must lead the masses, using the Soviets as organs of revolutionary initiative....	The Socialist political party-this is the vanguard of the working class; it must not allow itself to be halted by the lack of education of the mass average, but it must lead the masses, using the Soviets as organs of revolutionary initiative....	true	1276.68	1294.09	24.270222
6938_70848_000063_000002	But in order to lead the wavering, the comrades Left Socialist Revolutionaries themselves must stop hesitating....	But in order to lead the wavering, the comrades Left Socialist Revolutionaries themselves must stop hesitating....	false	1294.25	1301.81	23.574966
6938_70848_000064_000000	"In July last a series of open breaks began between the popular masses and the 'compromisers'; but now, in November, the Left Socialist Revolutionaries are still holding out their hand to Avksentiev, who is pulling the people with his little finger....	"In July last a series of open breaks began between the popular masses and the 'compromisers'; but now, in November, the Left Socialist Revolutionaries are still holding out their hand to Avksentiev, who is pulling the people with his little finger....	false	1301.81	1318.07	24.587069
6938_70848_000064_000001	If Compromise continues, the Revolution disappears.	If Compromise continues, the Revolution disappears.	true	1318.07	1321.48	21
6938_70848_000064_000002	No compromise with the bourgeoisie is possible; its power must be absolutely crushed....	No compromise with the bourgeoisie is possible; its power must be absolutely crushed....	false	1321.67	1327.39	22.589317
6938_70848_000065_000000	"We Bolsheviki have not changed our Land programme; we have not given up the abolition of private property in the land, and we do not intend to do so.	"We Bolsheviki have not changed our Land programme; we have not given up the abolition of private property in the land, and we do not intend to do so.	true	1328.09	1338	23
6938_70848_000065_000001	We adopted the Regulations for Land Committees,--which are _not_ based on private property at all--because we want to accomplish the popular will in the way the people have themselves decided to do it, so as to draw closer the coalition of all the elements who are fighting for the Social Revolution.	We adopted the Regulations for Land Committees,--which are underscore not underscore based on private property at all-because we want to accomplish the popular will in the way the people have themselves decided to do it, so as to draw closer the coalition of all the elements who are fighting for the Social Revolution.	false	1338	1357.15	24.199844
6938_70848_000066_000000	"We invite the Left Socialist Revolutionaries to enter that coalition, insisting, however, that they cease looking backward, and that they break with the 'conciliators' of their party....	"We invite the Left Socialist Revolutionaries to enter that coalition, insisting, however, that they cease looking backward, and that they break with the 'conciliators' of their party....	true	1357.52	1369.5	25.46908
6938_70848_000067_000000	"As far as the Constituent Assembly is concerned, it is true, as the preceding speaker has said, that the work of the Constituent will depend on the revolutionary determination of the masses.	"As far as the Constituent Assembly is concerned, it is true, as the preceding speaker has said, that the work of the Constituent will depend on the revolutionary determination of the masses.	true	1369.5	1381.74	22.499737
6938_70848_000067_000001	I say, 'Count on that revolutionary determination, but don't forget your gun!'"	I say, 'Count on that revolutionary determination, but don't forget your gun!'"	true	1381.74	1386.87	26
6938_70848_000068_000000	Lenin then read the Bolshevik resolution:	Lenin then read the Bolshevik resolution:	false	1386.87	1389.67	16
6938_70848_000069_000000	The Peasants' Congress, fully supporting the Land decree of November 8th... approves of the Provisional Workers' and Peasants' Government of the Russian Republic, established by the second All-Russian Congress of Soviets of Workers' and Soldiers' Deputies.	The Peasants' Congress, fully supporting the Land decree of november eighth... approves of the Provisional Workers' and Peasants' Government of the Russian Republic, established by the second All Russian Congress of Soviets of Workers' and Soldiers' Deputies.	false	1389.89	1404.75	24
6938_70848_000070_000000	The Peasants' Congress... invites all peasants unanimously to sustain that law, and to apply it immediately themselves; and at the same time invites the peasants to appoint to posts and positions of responsibility only persons who have proved, not by words but by acts, their entire devotion to the interests of the exploited peasant-workers, their desire and their ability to defend these interests against all resistance on the part of the great land-owners, the capitalists, their partisans and accomplices....	The Peasants' Congress... invites all peasants unanimously to sustain that law, and to apply it immediately themselves; and at the same time invites the peasants to appoint to posts and positions of responsibility only persons who have proved, not by words but by acts, their entire devotion to the interests of the exploited peasant workers, their desire and their ability to defend these interests against all resistance on the part of the great land owners, the capitalists, their partisans and accomplices....	false	1404.75	1438.99	26.00755
6938_70848_000071_000000	The Peasants' Congress, at the same time, expresses its conviction that the complete realisation of all the measures which make up the Land decree can only be successful through the triumph of the Workers' Social Revolution, which began November 7th, 1917; for only the Social Revolution can accomplish the definite transfer, without possibility of return, of the land to the peasant-workers, the confiscation of model farms and their surrender to the peasant communes, the confiscation of agricultural machinery belonging to the great land-owners, the safe-guarding of the interests of the agricultural workers by the complete abolition of wage-slavery, the regular and methodical distribution among all regions of Russia of the products of agriculture and industry, and the seizure of the banks (without which the possession of land by the whole people would be impossible, after the abolition of private property), and all sorts of assistance by the State to the workers....	The Peasants' Congress, at the same time, expresses its conviction that the complete realisation of all the measures which make up the Land decree can only be successful through the triumph of the Workers' Social Revolution, which began november seventh nineteen seventeen; for only the Social Revolution can accomplish the definite transfer, without possibility of return, of the land to the peasant workers, the confiscation of model farms and their surrender to the peasant communes, the confiscation of agricultural machinery belonging to the great land owners, the safe guarding of the interests of the agricultural workers by the complete abolition of wage slavery, the regular and methodical distribution among all regions of Russia of the products of agriculture and industry, and the seizure of the banks (without which the possession of land by the whole people would be impossible, after the abolition of private property), and all sorts of assistance by the State to the workers....	false	1439.15	1498.63	22
6938_70848_000072_000000	For these reasons the Peasants' Congress sustains entirely the Revolution of November 7th... as a social revolution, and expresses its unalterable will to put into operation, with whatever modifications are necessary, but without any hesitation, the social transformation of the Russian Republic.	For these reasons the Peasants' Congress sustains entirely the Revolution of november seventh... as a social revolution, and expresses its unalterable will to put into operation, with whatever modifications are necessary, but without any hesitation, the social transformation of the Russian Republic.	true	1498.63	1519.24	21
6938_70848_000073_000000	The indispensable conditions of the victory of the Social Revolution, which alone will secure the lasting success and the complete realisation of the Land decree, is the close union of the peasant-workers with the industrial working-class, with the proletariat of all advanced countries.	The indispensable conditions of the victory of the Social Revolution, which alone will secure the lasting success and the complete realisation of the Land decree, is the close union of the peasant workers with the industrial working class, with the proletariat of all advanced countries.	false	1519.4	1537.82	23
6938_70848_000073_000001	From now on, in the Russian Republic, all the organisation and administration of the State, from top to bottom, must rest on that union.	From now on, in the Russian Republic, all the organisation and administration of the State, from top to bottom, must rest on that union.	true	1537.82	1547.8	26
6938_70848_000073_000002	That union, crushing all attempts, direct or indirect, open or dissimulated, to return to the policy of conciliation with the bourgeoisie--conciliation, damned by experience, with the chiefs of bourgeois politics--can alone insure the victory of Socialism throughout the world....	That union, crushing all attempts, direct or indirect, open or dissimulated, to return to the policy of conciliation with the bourgeoisie-conciliation, damned by experience, with the chiefs of bourgeois politics-can alone insure the victory of Socialism throughout the world....	false	1548.02	1567.37	24.315626
6938_70848_000074_000000	The reactionaries of the Executive Committee no longer dared openly to appear.	The reactionaries of the Executive Committee no longer dared openly to appear.	true	1567.37	1571.67	18
6938_70848_000074_000001	Tchernov, however, spoke several times, with a modest and winning impartiality.	t chernov, however, spoke several times, with a modest and winning impartiality.	false	1571.67	1577.11	19
6938_70848_000074_000002	He was invited to sit on the platform....	He was invited to sit on the platform....	true	1577.33	1579.82	26.578669
6938_70848_000074_000003	On the second night of the Congress an anonymous note was handed up to the chairman, requesting that Tchernov be made honorary President. Ustinov read the note aloud, and immediately Zinoviev was on his feet, screaming that this was a trick of the old Executive Committee to capture the convention; in a moment the hall was one bellowing mass of waving arms and angry faces, on both sides....	On the second night of the Congress an anonymous note was handed up to the chairman, requesting that t chernov be made honorary President. Ustinov read the note aloud, and immediately Zinoviev was on his feet, screaming that this was a trick of the old Executive Committee to capture the convention; in a moment the hall was one bellowing mass of waving arms and angry faces, on both sides....	false	1579.82	1606.54	24
6938_70848_000074_000004	Nevertheless, Tchernov remained very popular.	Nevertheless, t chernov remained very popular.	false	1606.73	1609.52	24
6938_70848_000075_000000	In the stormy debates on the Land question and the Lenin resolution, the Bolsheviki were twice on the point of quitting the assembly, both times restrained by their leaders....	In the stormy debates on the Land question and the Lenin resolution, the Bolsheviki were twice on the point of quitting the assembly, both times restrained by their leaders....	false	1609.52	1621.03	28
6938_70848_000075_000001	It seemed to me as if the Congress were hopelessly deadlocked.	It seemed to me as if the Congress were hopelessly deadlocked.	true	1621.16	1625.71	24.231165
6938_70848_000076_000000	But none of us knew that a series of secret conferences were already going on between the Left Socialist Revolutionaries and the Bolsheviki at Smolny.	But none of us knew that a series of secret conferences were already going on between the Left Socialist Revolutionaries and the Bolsheviki at Smolny.	false	1625.9	1635.93	22.733608
6938_70848_000076_000001	At first the Left Socialist Revolutionaries had demanded that there be a Government composed of all the Socialist parties in and out of the Soviets, to be responsible to a People's Council, composed of an equal number of delegates from the Workers' and Soldiers' organisation, and that of the Peasants, and completed by representatives of the City Dumas and the Zemstvos; Lenin and Trotzky were to be eliminated, and the Military Revolutionary Committee and other repressive organs dissolved.	At first the Left Socialist Revolutionaries had demanded that there be a Government composed of all the Socialist parties in and out of the Soviets, to be responsible to a People's Council, composed of an equal number of delegates from the Workers' and Soldiers' organisation, and that of the Peasants, and completed by representatives of the City Dumas and the Zemstvos; Lenin and Trotzky were to be eliminated, and the Military Revolutionary Committee and other repressive organs dissolved.	false	1635.93	1666.95	24
6938_70848_000077_000000	Wednesday morning, November 28th, after a terrible all-night struggle, an agreement was reached.	Wednesday morning, november twenty eighth, after a terrible all night struggle, an agreement was reached.	false	1666.95	1674.29	23.685865
6938_70848_000077_000001	The _Tsay-ee-kah,_composed of 108 members, was to be augumented by 108 members elected proportionally from the Peasants' Congress; by 100 delegates elected directly from the Army and the Fleet; and by 50 representatives of the Trade Unions (35 from the general Unions, 10 Railway Workers, and 5 from the Post and Telegraph Workers).	The underscore Tsay ee kah,underscore composed of one hundred eight members, was to be augumented by one hundred eight members elected proportionally from the Peasants' Congress; by one hundred delegates elected directly from the Army and the Fleet; and by fifty representatives of the Trade Unions (thirty five from the general Unions, ten Railway Workers, and five from the Post and Telegraph Workers).	false	1674.29	1697.68	25
6938_70848_000077_000002	The Dumas and Zemstvos were dropped.	The Dumas and Zemstvos were dropped.	true	1697.99	1700.57	25.462694
6938_70848_000077_000003	Lenin and Trotzky remained in the Government, and the Military Revolutionary Committee continued to function.	Lenin and Trotzky remained in the Government, and the Military Revolutionary Committee continued to function.	true	1700.57	1706.79	17
6938_70848_000078_000000	The sessions of the Congress had now been removed to the Imperial Law School building, Fontanka 6, headquarters of the Peasants' Soviets.	The sessions of the Congress had now been removed to the Imperial Law School building, Fontanka six, headquarters of the Peasants' Soviets.	false	1706.79	1714.92	24
6938_70848_000078_000001	There in the great meeting-hall the delegates gathered on Wednesday afternoon.	There in the great meeting hall the delegates gathered on Wednesday afternoon.	false	1714.92	1719.79	21
6938_70848_000078_000002	The old Executive Committee had withdrawn, and was holding a rump convention of its own in another room of the same building, made up of bolting delegates and representatives of the Army Committees.	The old Executive Committee had withdrawn, and was holding a rump convention of its own in another room of the same building, made up of bolting delegates and representatives of the Army Committees.	true	1719.89	1733.34	24.685987
6938_70848_000079_000000	Tchernov went from one meeting to the other, keeping a watchful eye on the proceedings.	t chernov went from one meeting to the other, keeping a watchful eye on the proceedings.	false	1733.34	1739.43	21.122051
6938_70848_000079_000001	He knew that an agreement with the Bolsheviki was being discussed, but he did not know that it had been concluded.	He knew that an agreement with the Bolsheviki was being discussed, but he did not know that it had been concluded.	true	1739.43	1746.53	24
6938_70848_000080_000000	He spoke to the rump convention.	He spoke to the rump convention.	true	1746.53	1748.56	24
6938_70848_000080_000001	"At present, when everybody is in favour of forming an all-Socialist Government, many people forget the first Ministry, which was _not_ a coalition Government, and in which there was only one Socialist--Kerensky; a Government which, in its time, was very popular.	"At present, when everybody is in favour of forming an all Socialist Government, many people forget the first Ministry, which was underscore not underscore a coalition Government, and in which there was only one Socialist-Kerensky; a Government which, in its time, was very popular.	false	1748.78	1766.98	23.506065
6938_70848_000080_000002	Now people accuse Kerensky; they forget that he was raised to power, not only by the Soviets, but also by the popular masses....	Now people accuse Kerensky; they forget that he was raised to power, not only by the Soviets, but also by the popular masses....	true	1767.17	1775.71	26.83114
6938_70848_000081_000000	"Why did public opinion change toward Kerensky?	"Why did public opinion change toward Kerensky?	false	1775.71	1779.12	23
6938_70848_000081_000001	The savages set up gods to which they pray, and which they punish if one of their prayers is not answered....	The savages set up gods to which they pray, and which they punish if one of their prayers is not answered....	true	1779.12	1785.91	25.757263
6938_70848_000081_000002	That is what is happening at this moment.... Yesterday Kerensky; to-day Lenin and Trotzky; another to-morrow....	That is what is happening at this moment.... Yesterday Kerensky; to day Lenin and Trotzky; another to morrow....	true	1786.1	1793.11	24
6938_70848_000082_000000	"We have proposed to both Kerensky and the Bolsheviki to retire from the power.	"We have proposed to both Kerensky and the Bolsheviki to retire from the power.	true	1793.24	1798.27	26
6938_70848_000082_000001	Kerensky has accepted--to-day he announced from his hiding-place that he has resigned as Premier; but the Bolsheviki wish to retain the power, and they do not know how to use it....	Kerensky has accepted-to day he announced from his hiding place that he has resigned as Premier; but the Bolsheviki wish to retain the power, and they do not know how to use it....	false	1798.4	1810.84	23
6938_70848_000083_000000	"If the Bolsheviki succeed, or if they fail, the fate of Russia will not be changed.	"If the Bolsheviki succeed, or if they fail, the fate of Russia will not be changed.	true	1811.24	1816.84	23.906706
6938_70848_000083_000001	The Russian villages understand perfectly what they want, and they are now carrying out their own measures....	The Russian villages understand perfectly what they want, and they are now carrying out their own measures....	true	1816.85	1823.05	19
6938_70848_000083_000002	The villages will save us in the end...."	The villages will save us in the end...."	false	1823.27	1825.8	19.016872
6938_70848_000084_000000	In the meanwhile, in the great hall Ustinov had announced the agreement between the Peasants' Congress and Smolny, received by the delegates with the wildest joy.	In the meanwhile, in the great hall Ustinov had announced the agreement between the Peasants' Congress and Smolny, received by the delegates with the wildest joy.	false	1825.8	1836.34	24
6938_70848_000084_000001	Suddenly Tchernov appeared, and demanded the floor.	Suddenly t chernov appeared, and demanded the floor.	false	1836.41	1839.55	21
6938_70848_000085_000000	"I understand," he began, "that an agreement is being concluded between the Peasants' Congress and Smolny.	"I understand," he began, "that an agreement is being concluded between the Peasants' Congress and Smolny.	false	1839.68	1846.32	24
6938_70848_000085_000001	Such an agreement would be illegal, seeing that the true Congress of Peasants' Soviets does not meet until next week....	Such an agreement would be illegal, seeing that the true Congress of Peasants' Soviets does not meet until next week....	false	1846.32	1853.32	24
6938_70848_000086_000000	"Moreover, I want to warn you now that the Bolsheviki will never accept your demands...."	"Moreover, I want to warn you now that the Bolsheviki will never accept your demands...."	true	1853.57	1858.75	19
6938_70848_000087_000000	He was interrupted by a great burst of laughter; and realising the situation, he left the platform and the room, taking his popularity with him....	He was interrupted by a great burst of laughter; and realising the situation, he left the platform and the room, taking his popularity with him....	true	1859.12	1870.51	26.069489
6938_70848_000088_000000	Late in the afternoon of Thursday, November 16th, the Congress met in extraordinary session.	Late in the afternoon of thursday november sixteenth, the Congress met in extraordinary session.	false	1870.73	1876.01	16
6938_70848_000088_000001	There was a holiday feeling in the air; on every face was a smile....	There was a holiday feeling in the air; on every face was a smile....	false	1876.01	1879.96	18
6938_70848_000088_000002	The remainder of the business before the assembly was hurried through, and then old Nathanson, the white-bearded dean of the left wing of the Socialist Revolutionaries, his voice trembling and tears in his eyes, read the report of the "wedding" of the Peasants' Soviets with the Workers' and Soldiers' Soviets.	The remainder of the business before the assembly was hurried through, and then old Nathanson, the white bearded dean of the left wing of the Socialist Revolutionaries, his voice trembling and tears in his eyes, read the report of the "wedding" of the Peasants' Soviets with the Workers' and Soldiers' Soviets.	false	1880.54	1899.36	22
6938_70848_000088_000003	At every mention of the word "union" there was ecstatic applause....	At every mention of the word "union" there was ecstatic applause....	true	1899.36	1904.49	24.012392
6938_70848_000088_000004	At the end Ustinov announced the arrival rival of a delegation from Smolny, accompanied by representatives of the Red Army, greeted with a rising ovation.	At the end Ustinov announced the arrival rival of a delegation from Smolny, accompanied by representatives of the Red Army, greeted with a rising ovation.	false	1904.49	1915.12	18
6938_70848_000088_000005	One after another a workman, a soldier and a sailor took the floor, hailing them.	One after another a workman, a soldier and a sailor took the floor, hailing them.	false	1915.12	1920.66	24.12469
6938_70848_000089_000000	Then Boris Reinstein, delegate of the American Socialist Labor Party: "The day of the union of the Congress of Peasants and the Soviets of Workers' and Soldiers' Deputies is one of the great days of the Revolution.	Then Boris Reinstein, delegate of the American Socialist Labor Party: "The day of the union of the Congress of Peasants and the Soviets of Workers' and Soldiers' Deputies is one of the great days of the Revolution.	true	1920.66	1933.45	22
6938_70848_000089_000001	The sound of it will ring with resounding echoes throughout the whole world--in Paris, in London, and across the ocean--in New York.	The sound of it will ring with resounding echoes throughout the whole world-in Paris, in London, and across the ocean-in New York.	true	1933.94	1942.12	22
6938_70848_000089_000002	This union will fill with happiness the hearts of all toilers.	This union will fill with happiness the hearts of all toilers.	true	1942.31	1946.17	22
6938_70848_000090_000000	"A great idea has triumphed.	"A great idea has triumphed.	false	1946.36	1948.17	24.849777
6938_70848_000090_000001	The West, and America, expected from Russia, from the Russian proletariat, something tremendous....	The West, and America, expected from Russia, from the Russian proletariat, something tremendous....	false	1948.17	1955.2	21
6938_70848_000090_000002	The proletariat of the world is waiting for the Russian Revolution, waiting for the great things that it is accomplishing...."	The proletariat of the world is waiting for the Russian Revolution, waiting for the great things that it is accomplishing...."	false	1955.48	1962.24	23
6938_70848_000091_000000	Sverdlov, president of the _Tsay-ee-kah,_ greeted them.	Sverdlov, president of the underscore Tsay ee kah,underscore greeted them.	false	1962.24	1965.73	31.127192
6938_70848_000091_000001	And with the shout, "Long live the end of civil war!	And with the shout, "Long live the end of civil war!	true	1965.73	1968.91	18
6938_70848_000091_000002	Long live the United Democracy!" the peasants poured out of the building.	Long live the United Democracy!" the peasants poured out of the building.	true	1969.07	1973.2	23
6938_70848_000092_000000	It was already dark, and on the ice--covered snow glittered the pale light of moon and star.	It was already dark, and on the ice-covered snow glittered the pale light of moon and star.	false	1973.2	1978.15	19
6938_70848_000092_000001	Along the bank of the canal were drawn up in full marching order the soldiers of the Pavlovsky Regiment, with their band, which broke into the _Marseillaise._ Amid the crashing full-throated shouts of the soldiers, the peasants formed in line, unfurling the great red banner of the Executive Committee of the All-Russian Peasants' Soviets, embroidered newly in gold, "Long live the union of the revolutionary and toiling masses!" Following were other banners; of the District Soviets--of Putilov Factory, which read, "We bow to this flag in order to create the brotherhood of all people!"	Along the bank of the canal were drawn up in full marching order the soldiers of the Pavlovsky Regiment, with their band, which broke into the underscore Marseillaise.underscore Amid the crashing full throated shouts of the soldiers, the peasants formed in line, unfurling the great red banner of the Executive Committee of the All Russian Peasants' Soviets, embroidered newly in gold, "Long live the union of the revolutionary and toiling masses!" Following were other banners; of the District Soviets-of Putilov Factory, which read, "We bow to this flag in order to create the brotherhood of all people!"	false	1978.28	2015.01	23.274948
6938_70848_000093_000000	From somewhere torches appeared, blazing orange in the night, a thousand times reflected in the facets of the ice, streaming out smokily over the throng as it moved down the bank of the Fontanka singing, between crowds that stood in astonished silence.	From somewhere torches appeared, blazing orange in the night, a thousand times reflected in the facets of the ice, streaming out smokily over the throng as it moved down the bank of the Fontanka singing, between crowds that stood in astonished silence.	false	2015.01	2031.85	22
6938_70848_000094_000000	"Long live the Revolutionary Army!	"Long live the Revolutionary Army!	true	2031.98	2033.88	17
6938_70848_000094_000001	Long live the Red Guard!	Long live the Red Guard!	false	2033.88	2035.21	17
6938_70848_000094_000002	Long live the Peasants!"	Long live the Peasants!"	true	2035.21	2036.53	22
6938_70848_000095_000000	So the great procession wound through the city, growing and unfurling ever new red banners lettered in gold.	So the great procession wound through the city, growing and unfurling ever new red banners lettered in gold.	false	2036.78	2044.33	22.360035
6938_70848_000095_000001	Two old peasants, bowed with toil, were walking hand in hand, their faces illumined with child-like bliss.	Two old peasants, bowed with toil, were walking hand in hand, their faces illumined with child like bliss.	false	2044.49	2052.27	26.037525
6938_70848_000096_000000	"Well," said one, "I'd like to see them take away our land again, _now!_"	"Well," said one, "I'd like to see them take away our land again, underscore now!underscore"	false	2052.27	2057.37	20.491142
6938_70848_000097_000000	Near Smolny the Red Guard was lined up on both sides of the street, wild with delight.	Near Smolny the Red Guard was lined up on both sides of the street, wild with delight.	false	2057.37	2063.19	22.640287
6938_70848_000097_000001	The other old peasant spoke to his comrade, "I am not tired," he said.	The other old peasant spoke to his comrade, "I am not tired," he said.	true	2063.19	2067.84	24.446915
6938_70848_000097_000002	"I walked on air all the way!"	"I walked on air all the way!"	false	2067.84	2069.82	21
6938_70848_000098_000000	On the steps of Smolny about a hundred Workers' and Soldiers' Deputies were massed, with their banner, dark against the blaze of light streaming out between the arches.	On the steps of Smolny about a hundred Workers' and Soldiers' Deputies were massed, with their banner, dark against the blaze of light streaming out between the arches.	false	2069.82	2080.18	22
6938_70848_000098_000001	Like a wave they rushed down, clasping the peasants in their arms and kissing them; and the procession poured in through the great door and up the stairs, with a noise like thunder....	Like a wave they rushed down, clasping the peasants in their arms and kissing them; and the procession poured in through the great door and up the stairs, with a noise like thunder....	false	2080.28	2091.09	26.49279
6938_70848_000099_000000	In the immense white meeting-room the _Tsay-ee-kah_ was waiting, with the whole Petrograd Soviet and a thousand spectators beside, with that solemnity which attends great conscious moments in history.	In the immense white meeting room the underscore Tsay ee kah underscore was waiting, with the whole Petrograd Soviet and a thousand spectators beside, with that solemnity which attends great conscious moments in history.	false	2091.09	2105.4	26.47557
